OBJECTID,Year,SiteYearID,SiteID,StnNumStrt,StnNumEnd,AssessDate,HabType,HabDetail,StnLgth,StnWdth,StnDpthAvg,StnDpthMax,StnEmbed,StnFines,StnEsCov,StnCan,StnDecid,StnSthd,YearLabel,GlobalID
10021,2008,2008-SOQ-west-19,SOQ-west-19,9,9,2008/09/25 00:00:00+00,riffle,,32,23,0.2,0.4,25,20,0,,,26,2008,{4F47E392-990E-4A16-8938-FDA2751CDA46}
10022,2008,2008-SOQ-west-19,SOQ-west-19,10,10,2008/09/25 00:00:00+00,pool,,236,14,1,1.7,25,80,13,86,80,146,2008,{D7AD5716-7FAB-4BB6-9DF6-B99AFDF7E3D3}
10023,2008,2008-APT-vale-2,APT-vale-2,32,32,2008/09/26 00:00:00+00,run,,49,8,0.3,0.5,99,,,,,10,2008,{FE3DAE66-BCEF-4B4F-84F4-948F3BCCC271}
10024,2008,2008-APT-vale-2,APT-vale-2,33,33,2008/09/26 00:00:00+00,pool,,51,10,0.5,1.3,100,,4,74,10,16,2008,{27141FA6-46C8-4853-9509-AA04C4912F34}
10025,2008,2008-APT-vale-2,APT-vale-2,35,35,2008/09/26 00:00:00+00,pool,,32,10,0.6,1.3,85,,,72,40,16,2008,{0660C300-2E77-437C-A6AF-7030C9C18407}
10026,2008,2008-APT-vale-2,APT-vale-2,36,36,2008/09/26 00:00:00+00,riffle,,17,8,0.2,0.3,,,,,,2,2008,{B7E88B1C-6820-452B-93D3-4C1B589A0A84}
10027,2008,2008-APT-vale-2,APT-vale-2,37,37,2008/09/26 00:00:00+00,pool,,58,10,0.4,1,85,40,7,76,30,28,2008,{F199EE74-6169-4493-8812-1F710424A001}
10028,2008,2008-APT-vale-2,APT-vale-2,38,38,2008/09/26 00:00:00+00,riffle,,5,4,0.2,0.4,,,,,,2,2008,{97FD7503-C465-45E5-92DA-1B47E111D34D}
10029,2008,2008-APT-vale-3,APT-vale-3,1,1,2008/09/26 00:00:00+00,pool,,37,7,0.7,1.6,75,50,9.5,,,21,2008,{91E48D6A-686D-4D8E-BB83-5FB83D36DC3A}
10030,2008,2008-APT-vale-3,APT-vale-3,2,2,2008/09/26 00:00:00+00,riffle,,12,4.5,0.15,0.4,,,2,,,0,2008,{7949A33C-C736-4D89-89AC-3F0FF62D112D}
10031,2008,2008-APT-vale-3,APT-vale-3,3,3,2008/09/26 00:00:00+00,pool,,33,12,1,1.9,70,25,7,,,22,2008,{F176DC61-0E00-4BE6-8FAD-1DB34B92C6E1}
10032,2008,2008-APT-vale-3,APT-vale-3,14,14,2008/09/26 00:00:00+00,riffle,,44,5,0.2,0.6,20,25,3,,,10,2008,{F2C25BDC-258B-4296-A599-A58AB10FF3DD}
10033,2008,2008-APT-vale-3,APT-vale-3,15,15,2008/09/26 00:00:00+00,pool,,69,11,0.7,1.1,90,35,5.5,,,47,2008,{C1758F0A-4581-4B69-8E8D-2788AF642A48}
10034,2008,2008-APT-apto-3,APT-apto-3,31,31,2008/09/29 00:00:00+00,pool,,81,15,1.1,1.8,70,50,9,64,90,34,2008,{DD216B8F-2178-4DDF-826C-D946E4205608}
10035,2008,2008-APT-apto-3,APT-apto-3,32,32,2008/09/29 00:00:00+00,riffle,,26,12,0.15,0.3,,,,,,5,2008,{0611E4A6-718A-4973-B87A-10AAD0639BDE}
10036,2008,2008-APT-apto-3,APT-apto-3,33,33,2008/09/29 00:00:00+00,pool,,71,14,0.7,1.4,45,55,11,,,35,2008,{ECC1DDCB-B535-42CF-A693-411D6F2227EA}
10037,2008,2008-APT-apto-3,APT-apto-3,41,41,2008/09/29 00:00:00+00,run,,40,18,0.3,0.7,25,35,0,,,20,2008,{B94B8A29-B20C-4373-9F6C-C0E34D7DA0C1}
10038,2008,2008-APT-apto-4,APT-apto-4,34,34,2008/09/29 00:00:00+00,run,,29,14,0.5,0.7,,,,,,26,2008,{F8A0F8F0-C792-43B7-BCB6-1D0B07B52CDB}
10039,2008,2008-APT-apto-4,APT-apto-4,35,35,2008/09/29 00:00:00+00,pool,,135,15,1,2.2,60,60,13,,,136,2008,{E0DE11D0-CE16-4DBF-8F47-B6BFBA48BCC2}
10040,2008,2008-APT-apto-4,APT-apto-4,36,36,2008/09/29 00:00:00+00,riffle,,49,14,0.4,0.8,,,,,,38,2008,{D7BCADE7-91B5-4BC4-A080-D122AE984872}
10041,2008,2008-APT-apto-4,APT-apto-4,37,37,2008/09/29 00:00:00+00,pool,,96,13,1,2.1,75,55,13.5,,,58,2008,{0B7A548B-0417-4E10-A879-E2AB94B7F2A0}
10042,2008,2008-PAJ-corr-1,PAJ-corr-1,23,23,2008/09/30 00:00:00+00,pool,,68,18,0.9,1.5,60,50,8,74,100,63,2008,{EC908035-F729-488A-861B-8D7E340A6320}
10043,2008,2008-PAJ-corr-1,PAJ-corr-1,24,24,2008/09/30 00:00:00+00,run,,52,15,0.6,0.9,20,35,7,,,34,2008,{144D37CD-A9C2-4F59-BDF4-56659FBBA4DB}
10044,2008,2008-PAJ-corr-1,PAJ-corr-1,25,25,2008/09/30 00:00:00+00,riffle,,45,13,0.55,0.6,15,35,3,,,24,2008,{92A1876E-4452-4236-B967-17A3B3E742E3}
10045,2008,2008-PAJ-corr-1,PAJ-corr-1,49,49,2008/09/30 00:00:00+00,pool,,78,20,1,2.1,40,50,6,80,100,35,2008,{E2B64C62-07A9-4FE6-9466-326997089684}
10046,2008,2008-PAJ-corr-3,PAJ-corr-3,9,9,2008/09/30 00:00:00+00,run,,37,22,0.5,0.7,20,30,2,,,8,2008,{084BE2F3-CB30-46AE-86A4-9941F7A9CB93}
10047,2008,2008-PAJ-corr-3,PAJ-corr-3,10,10,2008/09/30 00:00:00+00,pool,,41,16,1,1.5,40,35,5,,,22,2008,{5CDB4C68-32AC-4A63-BD9C-55B7CD72EEE9}
10048,2008,2008-PAJ-corr-3,PAJ-corr-3,11,11,2008/09/30 00:00:00+00,riffle,,11,16,0.2,0.6,10,30,0,,,1,2008,{44B20E04-85CB-46E2-B29B-BC2D9958F355}
10049,2008,2008-PAJ-corr-3,PAJ-corr-3,12,12,2008/09/30 00:00:00+00,pool,,70,20,1.1,2.1,90,60,7,82,15,32,2008,{2B5B11EE-5851-4F4B-8332-9CC583EC9236}
10050,2008,2008-PAJ-corr-3,PAJ-corr-3,13,13,2008/09/30 00:00:00+00,pool,,96,16,1.2,2.2,90,45,25,,,28,2008,{199F37A6-DAC2-4DDF-9D3C-5D43AA1FC933}
10051,2008,2008-PAJ-corr-3,PAJ-corr-3,14,14,2008/09/30 00:00:00+00,riffle,,8,27,0.15,0.35,10,25,0.05,,,1,2008,{F8DD5BE4-3D37-4DA3-8EDA-A3401543DA22}
10052,2008,2008-PAJ-corr-8,PAJ-corr-8,55,55,2008/10/01 00:00:00+00,pool,,39,17,1.5,2,40,35,12,72,25,20,2008,{362455DB-34D9-4DFD-8E56-8ABB2E68ABF9}
10053,2008,2008-PAJ-corr-8,PAJ-corr-8,56,56,2008/10/01 00:00:00+00,riffle,,9,5,0.2,0.8,,,,,,1,2008,{F88E9F73-79B0-4083-A7D0-76484CC8B925}
10054,2008,2008-PAJ-corr-8,PAJ-corr-8,57,57,2008/10/01 00:00:00+00,step-run,,55,10,0.3,0.9,25,30,2.5,80,15,11,2008,{B5C1CFE4-973C-4816-A204-BE69E07A0E48}
10055,2008,2008-PAJ-corr-8,PAJ-corr-8,58,58,2008/10/01 00:00:00+00,pool,,100,20,1.2,2.1,60,50,11,74,15,80,2008,{CFDD6E57-FDA0-4028-B6EC-468FB5F5B48B}
10056,2008,2008-PAJ-corr-9,PAJ-corr-9,56,56,2008/10/01 00:00:00+00,pool,,26,11,0.9,1.4,30,65,4,,,25,2008,{10C7CD73-297B-4DB9-969F-8A9CDE05135A}
10057,2008,2008-PAJ-corr-9,PAJ-corr-9,57,57,2008/10/01 00:00:00+00,step-run,,67,8,0.3,1,,,,,,21,2008,{AD723FA1-AF48-417B-807E-B16B55771B0A}
10058,2008,2008-PAJ-corr-9,PAJ-corr-9,58,58,2008/10/01 00:00:00+00,pool,,30,13,0.9,1.2,15,40,4,,,29,2008,{DCDD0725-65D5-42A5-B5DC-54B5AB8D2D3E}
10059,2008,2008-PAJ-corr-9,PAJ-corr-9,59,59,2008/10/01 00:00:00+00,pool,,23,13,1.1,2,15,35,4,,,14,2008,{10F524E3-AC47-4969-9E6B-586877D3E3FF}
10060,2008,2008-PAJ-shng-1,PAJ-shng-1,23,23,2008/10/01 00:00:00+00,step-run,,17,5,0.2,0.5,,,,,,4,2008,{2DBBAF8C-5300-4CEF-9999-DC3157973C73}
10061,2008,2008-PAJ-shng-1,PAJ-shng-1,30,30,2008/10/01 00:00:00+00,pool,,42,9,0.7,1.2,40,70,2,,,9,2008,{2B6A159C-E2C4-48E9-B2E6-8ADFF59A9494}
10062,2008,2008-PAJ-shng-1,PAJ-shng-1,31,31,2008/10/01 00:00:00+00,step-run,,17,5,0.4,0.6,,,,,,3,2008,{56D68A08-0465-44FC-8918-EF6E8D022F99}
10063,2008,2008-PAJ-shng-1,PAJ-shng-1,32,32,2008/10/01 00:00:00+00,pool,,15,8,0.7,1,30,65,1.5,70,5,6,2008,{1DD97680-3C6A-49E5-B06E-F9A5280E06B7}
10064,2008,2008-PAJ-shng-1,PAJ-shng-1,33,33,2008/10/01 00:00:00+00,pool,,14,8,0.8,1.2,20,55,2.5,72,5,4,2008,{FBA51D65-38AA-4D25-B4E2-6FE108567BCF}
10065,2008,2008-PAJ-shng-1,PAJ-shng-1,34,34,2008/10/01 00:00:00+00,step-run,,20,3,0.45,0.7,,,,,,0,2008,{5416187C-21AE-4DEB-AEA1-11C029AC57B3}
10066,2008,2008-PAJ-brwn-1,PAJ-brwn-1,1,1,2008/10/02 00:00:00+00,pool,,65,13,0.9,1.6,30,55,10,62,50,33,2008,{5903A85C-E11B-4964-8A80-FEAFFAD40F86}
10067,2008,2008-PAJ-brwn-1,PAJ-brwn-1,2,2,2008/10/02 00:00:00+00,run,,13,7,0.5,0.7,5,30,1.5,,,1,2008,{6A762815-228C-4C99-BC3A-3CF803324A8B}
10068,2008,2008-PAJ-brwn-1,PAJ-brwn-1,3,3,2008/10/02 00:00:00+00,pool,,56,10,1.2,1.7,25,50,7.5,72,40,21,2008,{D721A723-185B-4D7B-9FC0-1E6CCDA15C31}
10069,2008,2008-PAJ-brwn-1,PAJ-brwn-1,4,4,2008/10/02 00:00:00+00,riffle,,58,10,0.25,0.7,15,30,1,,,9,2008,{46D43018-8D8D-420D-9CF6-9D024D6C9887}
10070,2008,2008-PAJ-brwn-2,PAJ-brwn-2,30,30,2008/10/02 00:00:00+00,riffle,,28,13,0.2,0.6,,,,,,13,2008,{37665F26-12C4-49AA-BB88-26A4CD3D31F2}
10071,2008,2008-PAJ-brwn-2,PAJ-brwn-2,31,31,2008/10/02 00:00:00+00,run,,23,12,0.35,0.5,15,50,0,,,11,2008,{2426FA30-8566-41C6-80E4-ACF8166AF0D0}
10072,2008,2008-PAJ-brwn-2,PAJ-brwn-2,32,32,2008/10/02 00:00:00+00,pool,,68,11,1,1.9,50,55,9,72,15,20,2008,{5ACFE5AE-C712-4568-9D68-AFCC95E3D5A6}
10073,2008,2008-PAJ-brwn-2,PAJ-brwn-2,40,40,2008/10/02 00:00:00+00,pool,,38,10,0.9,1.6,30,55,2.5,66,20,32,2008,{7288272A-92A9-4E37-9CCF-8163736C8EF3}
10074,2008,2008-PAJ-shng-3,PAJ-shng-3,51,51,2008/10/02 00:00:00+00,pool,,23,5,0.8,1.25,15,65,2,,,7,2008,{C59CD55E-3984-4259-A893-69360B8CAA40}
10075,2008,2008-PAJ-shng-3,PAJ-shng-3,52,52,2008/10/02 00:00:00+00,riffle,,15,4,0.05,0.1,,,,,,0,2008,{602F7074-2FCA-4FEF-AC50-85059083C5B9}
10076,2008,2008-PAJ-shng-3,PAJ-shng-3,53,53,2008/10/02 00:00:00+00,pool,,54,6,1,1.5,25,65,8.5,,,12,2008,{50956EC6-C506-4BAA-A6A9-FE6595058203}
10077,2008,2008-PAJ-shng-3,PAJ-shng-3,55,55,2008/10/02 00:00:00+00,pool,,43,7,0.9,1.2,25,,7.5,,,18,2008,{D3100D17-E7C5-48D6-9174-CADEA3B0C576}
10078,2008,2008-PAJ-shng-3,PAJ-shng-3,63,63,2008/10/02 00:00:00+00,run,,17,3,0.2,0.3,15,55,0,,,1,2008,{15B662C7-8EDF-4D16-A035-CAD746DA65EE}
10079,2009,2009-SLR-bear-18a,SLR-bear-18a,10,10,2009/09/02 00:00:00+00,riffle,,16,18,0.1,0.4,25,25,1.5,74,60,1,2009,{7EEA3C45-E029-4E24-869C-DFD7E020FEED}
10080,2009,2009-SLR-bear-18a,SLR-bear-18a,11,11,2009/09/02 00:00:00+00,pool,,109,18,1.7,2.6,60,60,4.5,72,30,18,2009,{A76A693D-692F-4F03-962A-A975CA781E0D}
10081,2009,2009-SLR-bear-18a,SLR-bear-18a,13,13,2009/09/02 00:00:00+00,pool,,23,11,1.2,1.8,30,25,6.5,68,15,10,2009,{97CEFA67-90AB-4CEA-89BD-A4267519DB80}
10082,2009,2009-SLR-bear-18a,SLR-bear-18a,14,14,2009/09/02 00:00:00+00,step-run,,53,4.5,0.3,0.6,35,20,2,64,20,11,2009,{C92E59F1-A184-4648-8A30-A771E0A80D6F}
10083,2009,2009-SLR-main-11,SLR-main-11,21,21,2009/09/02 00:00:00+00,run,,48,7,0.4,0.8,35,5,0,78,70,0,2009,{48251AFB-24F6-45BE-8419-A3EE234A3D3E}
10084,2009,2009-SLR-main-11,SLR-main-11,22,22,2009/09/02 00:00:00+00,pool,,52,19,1,1.9,30,30,2,90,95,4,2009,{9F26C1E6-2CAE-48BF-A597-26FAB5F6143F}
10085,2009,2009-SLR-main-11,SLR-main-11,23,23,2009/09/02 00:00:00+00,riffle,,10,17,0.1,0.2,20,15,0,,,0,2009,{81F1BFA8-6CFF-4200-87A6-6BE61C6CE62B}
10086,2009,2009-SLR-main-11,SLR-main-11,24,24,2009/09/02 00:00:00+00,pool,,51,13,0.9,1.6,40,70,4,82,95,8,2009,{1DB15208-AE9F-438E-9340-E55D96212EA1}
10087,2009,2009-SLR-zayt-13a,SLR-zayt-13a,17,17,2009/09/03 00:00:00+00,riffle,,10,41,0.15,0.4,25,10,1.5,70,80,4,2009,{17CE99A2-F0D7-4FB4-B280-DFFC20B0A3DB}
10088,2009,2009-SLR-zayt-13a,SLR-zayt-13a,18,18,2009/09/03 00:00:00+00,run,,70,30,0.65,1,35,40,5,76,85,37,2009,{D2F431D9-4CF9-410C-A46E-65A9081C0638}
10089,2009,2009-SLR-zayt-13a,SLR-zayt-13a,19,19,2009/09/03 00:00:00+00,pool,,133,21,2,2.9,45,70,13.5,54,80,20,2009,{D6A40D7C-9175-4588-8088-FFEEFF123FE0}
10090,2009,2009-SLR-zayt-13a,SLR-zayt-13a,20,20,2009/09/03 00:00:00+00,pool,,56,18,1.5,2.1,50,40,13,48,50,15,2009,{B5AAA4AF-58CA-408A-A6FB-00561E1DA5BD}
10091,2009,2009-SLR-zayt-13d,SLR-zayt-13d,29,29,2009/09/03 00:00:00+00,step-run,,38,6,0.7,1.1,40,30,10,76,30,20,2009,{5E835B0A-F1EE-44CD-A217-42FA45EC1157}
10092,2009,2009-SLR-zayt-13d,SLR-zayt-13d,37,37,2009/09/03 00:00:00+00,pool,,60,14,1.3,2.1,30,60,8,84,20,100,2009,{443555BA-3EAC-4AC9-A7EC-553F8BFC9736}
10093,2009,2009-SLR-zayt-13d,SLR-zayt-13d,38,38,2009/09/03 00:00:00+00,riffle,,13,6,0.2,0.25,,,0,,,1,2009,{B1EF0000-0F40-4761-B082-76218AD0DBE5}
10094,2009,2009-SLR-zayt-13d,SLR-zayt-13d,39,39,2009/09/03 00:00:00+00,pool,,48,8,0.85,1.3,20,25,5,66,20,43,2009,{2147B167-F5A7-4DDB-A9BF-7FA654F02CE5}
10095,2009,2009-SLR-lomp-13e,SLR-lomp-13e,42,42,2009/09/04 00:00:00+00,pool,,68,11,0.9,1.6,35,50,9,70,5,91,2009,{3443929C-C97C-4EBD-9019-1D4A1BCD144E}
10096,2009,2009-SLR-lomp-13e,SLR-lomp-13e,43,43,2009/09/04 00:00:00+00,riffle,,10,6,0.1,0.15,50,5,0,,,4,2009,{5EC7EF75-1FD0-487C-AE6F-FA267913ED59}
10097,2009,2009-SLR-lomp-13e,SLR-lomp-13e,44,44,2009/09/04 00:00:00+00,pool,,46,9,0.8,1.9,30,30,8.5,78,10,59,2009,{1B4E7634-FA46-465F-A7A2-DFFA6ED43BF8}
10098,2009,2009-SLR-lomp-13e,SLR-lomp-13e,46,46,2009/09/04 00:00:00+00,step-run,,40,10,0.3,0.5,25,30,3.5,66,10,35,2009,{F00BAB3F-3F34-4DD3-AE86-7FF6F4E20F8A}
10099,2009,2009-SLR-zayt-13c,SLR-zayt-13c,27,27,2009/09/04 00:00:00+00,riffle,,22,6,0.3,0.5,25,5,4,56,20,17,2009,{02014119-4680-4774-A236-17726CF72B2C}
10100,2009,2009-SLR-zayt-13c,SLR-zayt-13c,28,28,2009/09/04 00:00:00+00,pool,,26,11,1,1.6,25,10,4,,,25,2009,{0FEC922D-EA0B-43B3-B4EA-2F19218A30E9}
10101,2009,2009-SLR-zayt-13c,SLR-zayt-13c,29,29,2009/09/04 00:00:00+00,pool,,100,12,1.1,1.8,40,50,4,78,40,61,2009,{F3723FA2-C829-4E12-AD0D-7DCE43610D48}
10102,2009,2009-SLR-zayt-13c,SLR-zayt-13c,32,32,2009/09/04 00:00:00+00,step-run,,52,15,0.5,0.8,30,15,7.5,,,41,2009,{FDFAB185-A58E-4F96-AB58-04B087259AB2}
10103,2009,2009-SLR-main-6,SLR-main-6,15,15,2009/09/05 00:00:00+00,pool,,357,,,,,,,,,0,2009,{E628AA66-A703-4927-AEC5-0CD7908C3EC0}
10104,2009,2009-SLR-main-6,SLR-main-6,17,17,2009/09/05 00:00:00+00,pool,,109,,,,,,,,,0,2009,{C14255B3-2394-45A4-927C-668399046172}
10105,2009,2009-SLR-main-8,SLR-main-8,15,15,2009/09/05 00:00:00+00,pool,,163,30,2.9,4.5,26,35,5,62,40,2,2009,{18592380-CF94-4064-B33C-45E3DCFB042B}
10106,2009,2009-SLR-main-6,SLR-main-6,8,8,2009/09/09 00:00:00+00,riffle,,54,20,0.5,0.7,30,5,2,56,10,35,2009,{554D69AC-2F7E-4A05-943B-D4CF5D495DCA}
10107,2009,2009-SLR-main-6,SLR-main-6,9,9,2009/09/09 00:00:00+00,run,,79,23,0.6,1.1,40,25,13,66,5,29,2009,{A519D7B4-A688-4FAD-B96E-8E3A5D24E86D}
10108,2009,2009-SLR-bldr-17a,SLR-bldr-17a,4,4,2009/09/10 00:00:00+00,riffle,,22,15,0.4,0.8,20,25,4.5,,,1,2009,{9BBCA3B4-D441-4D39-AD38-EFA4EDCFA5F7}
10109,2009,2009-SLR-bldr-17a,SLR-bldr-17a,5,5,2009/09/10 00:00:00+00,pool,,133,23,1.3,2.5,45,30,6.5,74,20,13,2009,{F39EB47C-6E33-4BBA-8EBB-3F87023B621C}
10110,2009,2009-SLR-bldr-17a,SLR-bldr-17a,7,7,2009/09/10 00:00:00+00,run,,48,14,0.7,1.1,30,20,7,,,11,2009,{D5C72A68-3182-4E45-9011-037A4E0E299B}
10111,2009,2009-SLR-bldr-17a,SLR-bldr-17a,8,8,2009/09/10 00:00:00+00,pool,,41,14,0.8,1.5,30,20,5,88,40,6,2009,{F62BCAE5-BCA5-4039-94FC-D02163C07812}
10112,2009,2009-SLR-bldr-17b,SLR-bldr-17b,22,22,2009/09/10 00:00:00+00,step-run,,32,8,0.5,0.9,35,20,4.5,,,4,2009,{72DDD34D-AE09-474D-AF5F-45230DAA1D04}
10113,2009,2009-SLR-bldr-17b,SLR-bldr-17b,30,30,2009/09/10 00:00:00+00,pool,,40,20,1.7,3.1,25,35,17,,,36,2009,{B774E5E8-DC60-40AA-8861-A1401FC0C605}
10114,2009,2009-SLR-bldr-17b,SLR-bldr-17b,31,31,2009/09/10 00:00:00+00,riffle,,56,5,0.5,1,35,5,4.5,,,10,2009,{C0D78FAA-ED76-49DD-B675-41973CB3BDF3}
10115,2009,2009-SLR-bldr-17b,SLR-bldr-17b,32,32,2009/09/10 00:00:00+00,pool,,26,8,1.1,1.7,40,30,6.5,,,14,2009,{7FDF246B-9A09-4362-AD03-7BB13235333E}
10116,2009,2009-SLR-fall-15b,SLR-fall-15b,19,19,2009/09/10 00:00:00+00,step-run,,40,20,0.35,1,35,60,4,70,10,11,2009,{15CBE9EA-237F-4793-9446-DDC74C87ABDB}
10117,2009,2009-SLR-fall-15b,SLR-fall-15b,20,20,2009/09/10 00:00:00+00,pool,,20,9,1,1.4,45,90,5,84,5,13,2009,{EE3DDB1B-9BCC-45AC-A551-1409DAFAD97C}
10118,2009,2009-SLR-fall-15b,SLR-fall-15b,24,24,2009/09/10 00:00:00+00,pool,,23,13,0.9,1.2,45,60,8,76,10,8,2009,{995DB7AC-755D-4BC2-9E33-C5FC9BE79CF5}
10119,2009,2009-SLR-fall-15b,SLR-fall-15b,30,30,2009/09/10 00:00:00+00,riffle,partial,42,15,0.3,0.8,30,40,1,66,2,12,2009,{7202CEAF-0559-4A3A-9F65-4448A1ECA454}
10120,2009,2009-SLR-newl-16,SLR-newl-16,20,20,2009/09/11 00:00:00+00,run,,52,16,0.3,0.6,35,15,2,,,11,2009,{77673E45-0677-4FC5-A9AB-0C8D4F10FEDD}
10121,2009,2009-SLR-newl-16,SLR-newl-16,21,21,2009/09/11 00:00:00+00,pool,,77,18,1.4,2.3,40,70,6,50,85,9,2009,{9934C9E5-D1EC-465B-83D1-F59AF5177E5F}
10122,2009,2009-SLR-newl-16,SLR-newl-16,22,22,2009/09/11 00:00:00+00,riffle,,19,11,0.2,0.3,10,5,0,,,2,2009,{0BACE3C8-7F61-4A90-81DB-4D56918F0A02}
10123,2009,2009-SLR-newl-16,SLR-newl-16,28,28,2009/09/11 00:00:00+00,pool,,107,15,1.1,1.6,70,60,11,66,95,10,2009,{51624C82-B920-4E9A-891F-7B32EA954FB7}
10124,2009,2009-SLR-main-8,SLR-main-8,8,8,2009/09/11 00:00:00+00,riffle,,54,20,0.5,0.7,30,5,2,56,10,35,2009,{F571E3F9-48A4-429B-9215-3C4A39684528}
10125,2009,2009-SLR-main-8,SLR-main-8,9,9,2009/09/11 00:00:00+00,run,,79,23,0.6,1.1,40,25,13,66,5,29,2009,{5A98084F-40AB-4B80-8B9F-7EDACE9897A9}
10126,2009,2009-SLR-main-8,SLR-main-8,24,24,2009/09/11 00:00:00+00,pool,,326,54,4,8.5,45,85,15,54,50,2,2009,{35A36F64-9ABE-4F2E-8D31-2D4896675382}
10127,2009,2009-SLR-bean-14b,SLR-bean-14b,43,43,2009/09/14 00:00:00+00,pool,,95,14,1.2,1.5,35,50,11,92,100,16,2009,{3B3A9BB4-7E00-42CB-96DB-7086FE9B534C}
10128,2009,2009-SLR-bean-14b,SLR-bean-14b,44,44,2009/09/14 00:00:00+00,riffle,,58,13,0.25,0.6,,,,,,,2009,{F4A92F5F-F794-4C96-AF6A-5F31913D63B5}
10129,2009,2009-SLR-bean-14b,SLR-bean-14b,45,45,2009/09/14 00:00:00+00,pool,,89,12,1.2,2.2,40,70,12,50,100,11,2009,{D984F622-E8D1-4E48-AA97-F367B9193C47}
10130,2009,2009-SLR-bean-14b,SLR-bean-14b,49,49,2009/09/14 00:00:00+00,run,,30,5,0.4,0.9,,,,,,,2009,{E51DFBF8-94B3-4A9E-852B-BABFEF9A1DAE}
10131,2009,2009-SLR-bran-21a2,SLR-bran-21a2,14,14,2009/09/14 00:00:00+00,riffle,,8,11,0.1,0.25,,,,,,0,2009,{B898136B-DEBE-46CA-A334-C77718ABFDA1}
10132,2009,2009-SLR-bran-21a2,SLR-bran-21a2,15,15,2009/09/14 00:00:00+00,pool,,46,13,1.1,1.6,60,40,3,,,9,2009,{5204ECFA-6A88-4220-9E5D-2172BBE3F707}
10133,2009,2009-SLR-bran-21a2,SLR-bran-21a2,19,19,2009/09/14 00:00:00+00,pool,,60,13,1.2,1.9,40,45,15,62,85,16,2009,{7BAE4E41-39A8-4882-B176-F29A21B9C93A}
10134,2009,2009-SLR-bran-21a2,SLR-bran-21a2,25,25,2009/09/14 00:00:00+00,run,,24,9,0.4,0.6,35,20,0,,,2,2009,{EFCAF8B3-DFE5-48EE-88B7-FA6B1583E475}
10135,2009,2009-SLR-main-4,SLR-main-4,17,17,2009/09/15 00:00:00+00,riffle,,43,19,0.6,1.2,50,15,12,78,95,16,2009,{7B9F0D76-64C4-4236-A8BC-0DCEE22AF15A}
10136,2009,2009-SLR-main-4,SLR-main-4,20,20,2009/09/15 00:00:00+00,riffle,,51,42,0.55,0.9,35,10,40.5,34,85,96,2009,{853CC414-E2E4-4C08-BB23-37F9EF9EAFC2}
10137,2009,2009-SLR-main-4,SLR-main-4,21,21,2009/09/15 00:00:00+00,run,,27,43,1,1.5,50,30,12.5,46,90,16,2009,{40616857-07F0-4D8F-95F6-B897BF97BD84}
10138,2009,2009-SOQ-main-1,SOQ-main-1,18,18,2009/09/16 00:00:00+00,pool,,494,38,1,2.8,45,90,50,80,100,42,2009,{F08679E9-C4BD-4628-98C5-7E8C39476B2D}
10139,2009,2009-SOQ-main-1,SOQ-main-1,19,19,2009/09/16 00:00:00+00,run,,43,35,0.2,0.3,25,10,0,64,80,1,2009,{910B6C51-D176-4B5C-985B-A0A2F7A629CB}
10140,2009,2009-SOQ-main-1,SOQ-main-1,23,23,2009/09/16 00:00:00+00,riffle,,34,9,0.4,0.5,25,10,4,,,1,2009,{A736741E-5CB3-4B9C-A3AC-C6147972B300}
10141,2009,2009-SOQ-main-4,SOQ-main-4,14,14,2009/09/16 00:00:00+00,run,,25,12,0.5,0.8,25,20,0,74,100,4,2009,{7F180F2E-95AA-47ED-9C64-C1CFB4577D6C}
10142,2009,2009-SOQ-main-4,SOQ-main-4,15,15,2009/09/16 00:00:00+00,pool,,137,25,1.6,2.9,50,80,14,78,100,16,2009,{EAEBE211-83E9-4345-9B05-2E4DCEA1035A}
10143,2009,2009-SOQ-main-4,SOQ-main-4,16,16,2009/09/16 00:00:00+00,riffle,,67,13,0.4,0.6,25,10,2,,,14,2009,{94B2DC1B-CD8A-44BB-AE94-64B16D3A3C58}
10144,2009,2009-SOQ-main-10,SOQ-main-10,26,26,2009/09/17 00:00:00+00,run,,50,14,0.5,0.9,30,30,8.5,58,50,9,2009,{6A390D17-30BD-45EB-912D-6CD47240E7C9}
10145,2009,2009-SOQ-main-10,SOQ-main-10,27,27,2009/09/17 00:00:00+00,pool,,211,18,1.4,2.1,35,90,23,66,30,35,2009,{A213B17F-FECA-46D1-A959-11FB4B909EB7}
10146,2009,2009-SOQ-main-10,SOQ-main-10,28,28,2009/09/17 00:00:00+00,riffle,,30,7,0.55,0.9,15,30,2.5,48,30,7,2009,{96DB85D8-7C09-4DBA-AA2E-2B703AD1F3FE}
10147,2009,2009-SOQ-west-19,SOQ-west-19,17,17,2009/09/17 00:00:00+00,run,,18,20,0.5,0.9,30,30,0,64,30,11,2009,{B14063C1-79AE-4C13-90C6-918B9CB5AA87}
10148,2009,2009-SOQ-west-19,SOQ-west-19,18,18,2009/09/17 00:00:00+00,riffle,,52,13,0.5,0.7,15,5,2.5,58,30,41,2009,{DEA66D34-76DE-47D8-B699-E542821A8358}
10149,2009,2009-SOQ-west-19,SOQ-west-19,19,19,2009/09/17 00:00:00+00,pool,,193,19,1,2,50,80,8,70,80,59,2009,{8E900A69-ECF9-4153-B082-3990B706DE57}
